checkpoint,label,h_res_mode,key,layer,component,n,identity_fro,identity_rmse,identity_mae,identity_max_abs,diag_mass,diag_mass_frac,offdiag_mass,offdiag_mass_frac,offdiag_abs_mean,offdiag_abs_max,total_mass,row_entropy_mean,row_entropy_norm_mean,row_entropy_norm_max,effective_support_mean,row_top1_mass_mean,row_top1_mass_min,row_top2_mass_mean,row_argmax_is_diag_frac,col_argmax_is_diag_frac,symmetry_fro,symmetry_rmse,row_err_max,row_err_mean,col_err_max,col_err_mean,nonneg_violation_max,nonneg_violation_mean,sparsity_abs_lt_0p0001,offdiag_sparsity_abs_lt_0p0001,sparsity_abs_lt_0p001,offdiag_sparsity_abs_lt_0p001,sparsity_abs_lt_0p01,offdiag_sparsity_abs_lt_0p01
out-owt-small-mhc-alm-signed-sprox-4streams-10000iter/ckpt.pt,out-owt-small-mhc-alm-signed-sprox-4streams-10000iter,alm_signed_sprox,transformer.h.4.hc_attn.static_alpha,4,attn,4.0,0.0013610987225547433,0.0003402746806386858,0.00027024178416468203,0.0006337165832519531,4.001862049102783,1.0004655122756958,-0.0018514813855290413,-0.0004628703463822603,0.00020516151562333107,0.0006215006578713655,4.0000104904174805,0.0007732650847174227,0.0005577928386628628,0.0017877313075587153,1.0007741451263428,0.9999237656593323,0.9997486472129822,0.9999796152114868,1.0,1.0,0.0006179353804327548,0.0001544838451081887,1.0251998901367188e-05,3.039836883544922e-06,1.2278556823730469e-05,8.016824722290039e-06,0.0006215006578713655,0.0001347943616565317,0.3125,0.4166666567325592,0.75,1.0,0.75,1.0
out-owt-small-mhc-alm-signed-sprox-4streams-10000iter/ckpt.pt,out-owt-small-mhc-alm-signed-sprox-4streams-10000iter,alm_signed_sprox,transformer.h.4.hc_mlp.static_alpha,4,mlp,4.0,0.001407785341143608,0.000351946335285902,0.00028622031095437706,0.0006443275487981737,4.001917362213135,1.0004793405532837,-0.0019088257104158401,-0.00047720642760396004,0.00022183696273714304,0.0006443275487981737,4.000008583068848,0.0009488200303167105,0.0006844289600849152,0.0017366710817441344,1.0009496212005615,0.9999059438705444,0.9997567534446716,0.9999840259552002,1.0,1.0,0.0006290221936069429,0.00015725554840173572,9.417533874511719e-06,3.844499588012695e-06,1.52587890625e-05,8.89599323272705e-06,0.0006443275487981737,0.00014283964992500842,0.25,0.3333333432674408,0.75,1.0,0.75,1.0
out-owt-small-mhc-alm-signed-sprox-4streams-10000iter/ckpt.pt,out-owt-small-mhc-alm-signed-sprox-4streams-10000iter,alm_signed_sprox,transformer.h.5.hc_attn.static_alpha,5,attn,4.0,0.0015002094442024827,0.0003750523610506207,0.0003035504196304828,0.0007178462692536414,4.002015113830566,1.0005037784576416,-0.00200708769261837,-0.0005017719231545925,0.00023676799901295453,0.0007178462692536414,4.000008583068848,0.0010429482208564878,0.000752328138332814,0.0021535970736294985,1.0010441541671753,0.9998958110809326,0.9996931552886963,0.9999740123748779,1.0,1.0,0.0007445764495059848,0.0001861441123764962,6.556510925292969e-06,4.366040229797363e-06,6.9141387939453125e-06,4.857778549194336e-06,0.0007178462692536414,0.00015150949184317142,0.25,0.3333333432674408,0.75,1.0,0.75,1.0
out-owt-small-mhc-alm-signed-sprox-4streams-10000iter/ckpt.pt,out-owt-small-mhc-alm-signed-sprox-4streams-10000iter,alm_signed_sprox,transformer.h.5.hc_mlp.static_alpha,5,mlp,4.0,0.001616970170289278,0.0004042425425723195,0.00032960204407572746,0.0007290840148925781,4.002279281616211,1.0005698204040527,-0.00228127115406096,-0.00057031778851524,0.0002495093795005232,0.0006850524805486202,3.999998092651367,0.0009018658311106265,0.0006505586788989604,0.0017831487348303199,1.000902771949768,0.9999109506607056,0.9997525811195374,0.9999693036079407,1.0,1.0,0.0007793378317728639,0.00019483445794321597,4.0531158447265625e-06,2.518296241760254e-06,9.059906005859375e-06,4.202127456665039e-06,0.0006850524805486202,0.00016485572268720716,0.1875,0.25,0.75,1.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.0.hc_attn.static_alpha,0,attn,4.0,0.016698453575372696,0.004174613393843174,0.0036128300707787275,0.007335782051086426,3.97108793258667,0.9927719831466675,0.028893450275063515,0.007223362568765879,0.002407787600532174,0.002623736159875989,3.999981641769409,0.05073322355747223,0.036596283316612244,0.03753203526139259,1.0520427227020264,0.99277663230896,0.9925629496574402,0.9953052997589111,1.0,1.0,0.0009731341851875186,0.00024328354629687965,0.0003045797348022461,0.00024062395095825195,0.00031369924545288086,0.00024068355560302734,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.0.hc_mlp.static_alpha,0,mlp,4.0,0.016270030289888382,0.0040675075724720955,0.003520818194374442,0.0071184635162353516,3.9718246459960938,0.9929561614990234,0.028157737106084824,0.007039434276521206,0.00234647816978395,0.0025580551009625196,3.9999821186065674,0.04962866008281708,0.03579951077699661,0.037211645394563675,1.05088210105896,0.9929605722427368,0.9926363825798035,0.9953755140304565,1.0,1.0,0.0007420043111778796,0.0001855010777944699,0.0003528594970703125,0.00018934905529022217,0.0003618001937866211,0.00018946826457977295,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.1.hc_attn.static_alpha,1,attn,4.0,0.016949940472841263,0.004237485118210316,0.003668488934636116,0.00747758150100708,3.9706432819366455,0.9926608204841614,0.02933928370475769,0.007334820926189423,0.002444940386340022,0.002585704904049635,3.9999828338623047,0.05141318961977959,0.03708677738904953,0.03811423480510712,1.0527584552764893,0.99266517162323,0.9924278855323792,0.9951645135879517,1.0,1.0,0.0004147831932641566,0.00010369579831603914,0.00023359060287475586,0.00011245906352996826,0.000225067138671875,0.00011682510375976562,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.1.hc_mlp.static_alpha,1,mlp,4.0,0.016177574172616005,0.004044393543154001,0.0034998119808733463,0.007125437259674072,3.9719929695129395,0.9929982423782349,0.027989838272333145,0.006997459568083286,0.002332486445084214,0.0026058072689920664,3.9999828338623047,0.0493684783577919,0.0356118269264698,0.03674289584159851,1.0506080389022827,0.9930025339126587,0.9927424788475037,0.9954826831817627,1.0,1.0,0.0009211805299855769,0.00023029513249639422,0.00013303756713867188,7.805228233337402e-05,0.0001417994499206543,7.806718349456787e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.2.hc_attn.static_alpha,2,attn,4.0,0.016112765297293663,0.004028191324323416,0.0034840195439755917,0.0071372389793396,3.9721195697784424,0.9930298924446106,0.02786387875676155,0.006965969689190388,0.0023219899740070105,0.002639568643644452,3.999983310699463,0.04916795343160629,0.035467181354761124,0.03772461786866188,1.0504014492034912,0.9930341243743896,0.9925172924995422,0.9954577088356018,1.0,1.0,0.0009077428840100765,0.00022693572100251913,0.0004404783248901367,0.00027298927307128906,0.0004324913024902344,0.0002733469009399414,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.2.hc_mlp.static_alpha,2,mlp,4.0,0.015958495438098907,0.003989623859524727,0.003452898934483528,0.007082700729370117,3.9723691940307617,0.9930922985076904,0.027615338563919067,0.006903834640979767,0.002301278291270137,0.0024210214614868164,3.9999842643737793,0.04880397766828537,0.035204630345106125,0.03613646328449249,1.0500158071517944,0.9930962324142456,0.9928845763206482,0.9954923391342163,1.0,1.0,0.0007626594742760062,0.00019066486856900156,0.00034248828887939453,0.0002244114875793457,0.00033473968505859375,0.00022432208061218262,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.3.hc_attn.static_alpha,3,attn,4.0,0.016270089894533157,0.004067522473633289,0.00352115579880774,0.007074952125549316,3.971823215484619,0.9929558038711548,0.028161587193608284,0.007040396798402071,0.002346799010410905,0.002483798423781991,3.9999847412109375,0.0496356375515461,0.03580454736948013,0.03681892901659012,1.0508885383605957,0.9929596185684204,0.9927274584770203,0.9954047203063965,1.0,1.0,0.0006589007098227739,0.00016472517745569348,0.00023221969604492188,0.00014896690845489502,0.00024014711380004883,0.00014884769916534424,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.3.hc_mlp.static_alpha,3,mlp,4.0,0.01594267413020134,0.003985668532550335,0.0034502155613154173,0.0070302486419677734,3.972390651702881,0.9930976629257202,0.027594102546572685,0.006898525636643171,0.0022995085455477238,0.0024087659548968077,3.9999849796295166,0.048777803778648376,0.03518574684858322,0.03598858416080475,1.0499873161315918,0.9931014776229858,0.9929184913635254,0.9954690933227539,1.0,1.0,0.0005013086483813822,0.00012532716209534556,0.00011181831359863281,7.249414920806885e-05,0.00011974573135375977,7.261335849761963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.4.hc_attn.static_alpha,4,attn,4.0,0.015893416479229927,0.003973354119807482,0.003439263440668583,0.007041454315185547,3.9724788665771484,0.9931197166442871,0.02750689908862114,0.006876724772155285,0.002292241668328643,0.002399423159658909,3.999985456466675,0.048643309623003006,0.03508872911334038,0.03614259138703346,1.0498462915420532,0.9931232333183289,0.9928831458091736,0.9954885244369507,1.0,1.0,0.00048776675248518586,0.00012194168812129647,0.00017130374908447266,0.0001272261142730713,0.00017786026000976562,0.0001271367073059082,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.4.hc_mlp.static_alpha,4,mlp,4.0,0.015929320827126503,0.003982330206781626,0.003444800851866603,0.0070953369140625,3.9724338054656982,0.9931084513664246,0.02755061909556389,0.006887654773890972,0.0022958850022405386,0.0024556233547627926,3.9999845027923584,0.048696137964725494,0.035126835107803345,0.036139655858278275,1.0499024391174316,0.993112325668335,0.9928835034370422,0.9954958558082581,1.0,1.0,0.0008036771323531866,0.00020091928308829665,0.0002936124801635742,0.00016134977340698242,0.0003001689910888672,0.00016094744205474854,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.5.hc_attn.static_alpha,5,attn,4.0,0.016287358477711678,0.004071839619427919,0.0035256422124803066,0.00706934928894043,3.9717869758605957,0.9929467439651489,0.028197310864925385,0.007049327716231346,0.0023497759830206633,0.002440444193780422,3.9999842643737793,0.04969579726457596,0.03584793955087662,0.036121536046266556,1.050951361656189,0.9929506778717041,0.9928877353668213,0.9953495264053345,1.0,1.0,0.0003096834698226303,7.742086745565757e-05,7.528066635131836e-05,6.912648677825928e-05,8.249282836914062e-05,6.890296936035156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter/ckpt.pt,out-owt-small-mhc-admm-reverse-kl-sprox-alm-4streams-10000iter,admm_reverse_kl_sprox_alm,transformer.h.5.hc_mlp.static_alpha,5,mlp,4.0,0.016857605427503586,0.0042144013568758965,0.0036485823802649975,0.007393002510070801,3.9708032608032227,0.9927008152008057,0.029180580750107765,0.007295145187526941,0.002431715140119195,0.0025942272040992975,3.999983787536621,0.051174990832805634,0.03691495209932327,0.03769208863377571,1.0525074005126953,0.9927048087120056,0.9925253987312317,0.9952177405357361,1.0,1.0,0.00035475441836752,8.868860459188e-05,0.0001575946807861328,8.280575275421143e-05,0.00016605854034423828,7.897615432739258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0
